LP;Data_przybycia;Nr_IMO;Bandera;Nabrzeze
4211;25.08.2017;9555321;RU;GORNOSLASKIE
4212;25.08.2017;9349215;CY;CZESKIE
4213;25.08.2017;8504208;DE;POZNANSKIE
4214;25.08.2017;9369007;PT;FINSKIE
4215;25.08.2017;9458145;TR;PARNICKIE
4216;25.08.2017;9421099;NL;SLOWACKIE
4217;25.08.2017;9161247;PL;BULWAR CHROBREGO
4218;26.08.2017;9238387;NL;KATOWICKIE
4219;26.08.2017;9507130;CY;GLIWICKIE
4220;26.08.2017;9394026;NL;WULKAN N
4221;26.08.2017;9434541;HK;CPN III
4222;26.08.2017;9535539;MT;FARBOLAK SWFIL
4223;27.08.2017;9366134;SG;GORNOSLASKIE
4224;27.08.2017;7615749;PL;SPOLDZIELCZE
4225;27.08.2017;9234288;NL;CZESKIE
4226;27.08.2017;8504272;VC;GLIWICKIE
4227;27.08.2017;9057288;BZ;BYTOMSKIE
4228;27.08.2017;9356579;CY;KATOWICKIE
4229;28.08.2017;9190262;CY;SLOWACKIE
4230;28.08.2017;8129395;FO;KATOWICKIE
4231;28.08.2017;9192612;BB;HUK
4232;28.08.2017;9401245;NL;FOSFATOWE
4233;28.08.2017;9011519;NO;HUTA (KRA)
4234;28.08.2017;9219874;NL;FINSKIE
4235;28.08.2017;9548304;NL;CHORZOWSKIE
4236;28.08.2017;9325130;AG;SNOP N
4237;28.08.2017;9122227;AG;GORNOSLASKIE
4238;28.08.2017;9356529;NL;BYTOMSKIE
4239;28.08.2017;9515022;NL;REGALICA
4240;28.08.2017;8905892;AG;FINSKIE
4241;28.08.2017;8320585;DM;BULGARSKIE
4242;29.08.2017;8402589;PA;PRZEMYSLOWE
4243;29.08.2017;9265249;NL;PARNICKIE
4244;29.08.2017;9195212;PT;ZBOZOWE
4245;29.08.2017;9325142;AG;BULGARSKIE
4246;30.08.2017;9637143;CY;CHORZOWSKIE
4247;30.08.2017;9555333;RU;BYTOMSKIE
4248;30.08.2017;8420086;CY;ODRA NOWE
4249;30.08.2017;8609931;LV;GLIWICKIE
4250;30.08.2017;9391127;MT;SPOLDZIELCZE
4251;30.08.2017;8407711;CY;ARSENAL
4252;30.08.2017;9374703;NL;HOLENDERSKIE
4253;30.08.2017;9558036;GB;GLIWICKIE
4254;31.08.2017;9354387;PT;FINSKIE
4255;31.08.2017;8403571;BS;HUTA (KRA)
4256;31.08.2017;9199402;GI;CZESKIE
4257;31.08.2017;9161247;PL;BULWAR CHROBREGO
4258;01.09.2017;9112143;MT;CPN III
4259;01.09.2017;7704057;PL;CAL
4260;01.09.2017;9060778;GI;GDYNSKIE N
4261;01.09.2017;9155913;CY;KATOWICKIE
4262;01.09.2017;9130200;MT;WEGIERSKIE
4263;01.09.2017;9349215;CY;FINSKIE
4264;01.09.2017;9005742;BB;HUK
4265;01.09.2017;9549621;RU;WALBRZYSKIE
4266;01.09.2017;9365984;GI;FINSKIE
4267;02.09.2017;9195212;PT;SLOWACKIE
4268;02.09.2017;9366134;SG;GORNOSLASKIE
4269;02.09.2017;9390991;NO;HUTA (KRA)
4270;02.09.2017;8915524;AG;BULGARSKIE
4271;02.09.2017;9345374;CY;RUMUNSKIE
4272;02.09.2017;7615749;PL;SPOLDZIELCZE
4273;02.09.2017;9617337;CY;PARNICKIE
4274;02.09.2017;9361366;NL;CEMENTOWE
4275;02.09.2017;9316294;BS;GDYNSKIE S
4276;02.09.2017;9743215;PH;ZBOZOWE
4277;02.09.2017;8611013;AG;POZNANSKIE
4278;03.09.2017;7615749;PL;CZESKIE
4279;03.09.2017;9558012;GB;GLIWICKIE
4280;04.09.2017;8321656;DK;MAZOWIECKIE
4281;04.09.2017;9423671;DE;PARNICKIE
4282;04.09.2017;9552020;PT;SLOWACKIE
4283;04.09.2017;9136137;AG;BYTOMSKIE
4284;04.09.2017;9014937;MT;HUTA (KRA)
4285;04.09.2017;9411769;NL;HOLENDERSKIE
4286;04.09.2017;9658367;MH;CPN III
4287;04.09.2017;7615749;PL;SPOLDZIELCZE
4288;04.09.2017;9219874;NL;FINSKIE
4289;04.09.2017;9279070;AG;CZESKIE
4290;04.09.2017;9195822;FO;CHORZOWSKIE
4291;05.09.2017;7615749;PL;SPOLDZIELCZE
4292;05.09.2017;7382495;MT;WALBRZYSKIE
4293;05.09.2017;9131589;FO;HUTA (KRA)
4294;06.09.2017;7615749;PL;SPOLDZIELCZE
4295;06.09.2017;8215728;BS;PARNICKIE
4296;06.09.2017;9434541;HK;CPN III
4297;06.09.2017;9357482;CW;REGALICA
4298;06.09.2017;9205938;MH;KATOWICKIE
4299;06.09.2017;9201803;NL;SLOWACKIE
4300;06.09.2017;9174713;CY;PARNICKIE
4301;07.09.2017;7615749;PL;SPOLDZIELCZE
4302;07.09.2017;7704057;PL;POZNANSKIE
4303;07.09.2017;9184811;AG;HUK
4304;07.09.2017;9419242;LR;CZESKIE
4305;07.09.2017;9136096;BE;ANGIELSKIE
4306;07.09.2017;9549645;RU;KATOWICKIE
4307;07.09.2017;9210012;BS;CHORZOWSKIE
4308;07.09.2017;9548304;NL;CHORZOWSKIE
4309;08.09.2017;9458145;TR;RUMUNSKIE
4310;08.09.2017;9201815;NL;SLOWACKIE
4311;08.09.2017;9466233;NL;HUTA (KRA)
4312;08.09.2017;9161247;PL;BULWAR CHROBREGO
4313;08.09.2017;9369007;PT;FINSKIE
4314;08.09.2017;8225474;PL;WARSZTATOWE
4315;09.09.2017;9349215;CY;FINSKIE
4316;09.09.2017;9325142;AG;SNOP N
4317;09.09.2017;9268253;GB;GDYNSKIE S
4318;09.09.2017;8857124;IS;CICHE
4319;09.09.2017;9518220;NL;SLOWACKIE
4320;09.09.2017;8205187;AG;POZNANSKIE
4321;10.09.2017;9403827;MT;RUMUNSKIE
4322;10.09.2017;8519239;AG;HUTA (KRA)
4323;10.09.2017;9112143;MT;CPN III
4324;10.09.2017;9032458;VC;PRZEMYSLOWE
4325;10.09.2017;7615749;PL;SPOLDZIELCZE
4326;10.09.2017;9195834;CY;SLOWACKIE
4327;11.09.2017;9658367;MH;CPN III
4328;11.09.2017;9201839;BS;HUK
4329;11.09.2017;9489522;NL;GORNOSLASKIE
4330;11.09.2017;9219874;NL;FINSKIE
4331;11.09.2017;9376787;CY;OKO
4332;11.09.2017;6605503;PL;WARSZTATOWE
4333;12.09.2017;7926095;CY;WALBRZYSKIE
4334;12.09.2017;9312690;AG;SLOWACKIE
4335;12.09.2017;7704057;PL;CAL
4336;12.09.2017;9064126;BS;POLSKIE
4337;12.09.2017;9392391;PA;HUTA (KRA)
4338;12.09.2017;8905892;AG;BELGIJSKIE
4339;13.09.2017;6604690;DK;REMONTOWE
4340;13.09.2017;9366134;SG;GORNOSLASKIE
4341;13.09.2017;9341732;NL;KATOWICKIE
4342;13.09.2017;9344502;IE;ZBOZOWE
4343;13.09.2017;9361366;NL;CEMENTOWE
4344;13.09.2017;9363845;GB;KATOWICKIE - DALBY
4345;14.09.2017;8215730;BS;PARNICKIE
4346;14.09.2017;9198446;BB;WULKAN N
4347;14.09.2017;8504208;DE;POZNANSKIE
4348;14.09.2017;9356505;NL;SNOP S
4349;15.09.2017;9211078;CY;BYTOMSKIE
4350;15.09.2017;8703995;DK;DRZETOWSKIE N
4351;15.09.2017;9548304;NL;CHORZOWSKIE
4352;15.09.2017;9660932;NL;DRZETOWSKIE N
4353;15.09.2017;9434589;AG;REGALICA
4354;15.09.2017;9349215;CY;FINSKIE
4355;15.09.2017;8914142;AG;GLIWICKIE
4356;15.09.2017;9434541;HK;CPN III
4357;15.09.2017;9411745;NL;HOLENDERSKIE
4358;16.09.2017;9368649;MH;SNOP N
4359;16.09.2017;9365984;GI;FINSKIE
4360;16.09.2017;8320585;DM;BULGARSKIE
4361;16.09.2017;9130212;GI;WALBRZYSKIE
4362;16.09.2017;8710778;NO;ODRA STARE
4363;16.09.2017;9421075;NL;CZESKIE
4364;16.09.2017;9279006;NL;PARNICKIE
4365;16.09.2017;9243875;NL;KATOWICKIE
4366;17.09.2017;9108740;NO;HUTA (KRA)
4367;17.09.2017;9080675;LT;SLOWACKIE
4368;17.09.2017;9503524;NL;PARNICKIE
4369;17.09.2017;6808090;VC;GLIWICKIE
4370;17.09.2017;9391127;MT;FARBOLAK SWFIL
4371;17.09.2017;9313802;NL;PRZEMYSLOWE
4372;17.09.2017;7704849;DK;BULGARSKIE
4373;17.09.2017;9085481;CY;GLIWICKIE
4374;18.09.2017;9345362;BE;BELGIJSKIE
4375;18.09.2017;8511029;DE;POZNANSKIE
4376;18.09.2017;6519302;PL;REMONTOWE
4377;18.09.2017;9056064;BB;BULGARSKIE
4378;18.09.2017;9066069;DE;BULGARSKIE
4379;18.09.2017;7615749;PL;SPOLDZIELCZE
4380;18.09.2017;9116010;NL;HUTA (KRA)
4381;18.09.2017;8919831;AG;HUTA (KRA)
4382;18.09.2017;9219874;NL;FINSKIE
4383;18.09.2017;8222185;AG;SNOP S
4384;18.09.2017;9391127;MT;SPOLDZIELCZE
4385;18.09.2017;9489534;NL;CZESKIE
4386;19.09.2017;9658367;MH;CPN III
4387;19.09.2017;9507350;MT;HUTA (KRA)
4388;19.09.2017;9660944;NL;DRZETOWSKIE N
4389;19.09.2017;9279068;NL;HOLENDERSKIE
4390;19.09.2017;7615749;PL;FINSKIE
4391;19.09.2017;9143788;CY;SLOWACKIE
4392;19.09.2017;9366158;SG;GORNOSLASKIE
4393;20.09.2017;9210012;BS;GORNOSLASKIE
4394;20.09.2017;9391127;MT;SPOLDZIELCZE
4395;20.09.2017;9487603;MT;WEGIERSKIE
4396;20.09.2017;9148166;CY;RUMUNSKIE
4397;21.09.2017;9344540;IE;SNOP N
4398;21.09.2017;9548299;NL;CHORZOWSKIE
4399;21.09.2017;7638519;NO;BULGARSKIE
4400;21.09.2017;9006447;KY;SNOP S
4401;21.09.2017;9140944;NO;BULGARSKIE
4402;21.09.2017;8518297;BB;WALBRZYSKIE
4403;21.09.2017;9017379;BB;WALBRZYSKIE
4404;22.09.2017;9161247;PL;BULWAR CHROBREGO
4405;22.09.2017;9367774;NL;BULGARSKIE
4406;22.09.2017;9116008;AG;BULGARSKIE
4407;22.09.2017;9631371;NL;CHORZOWSKIE
4408;22.09.2017;9349215;CY;FINSKIE
4409;23.09.2017;6605448;PL;WARSZTATOWE
4410;23.09.2017;9369007;PT;FINSKIE
4411;23.09.2017;7704057;PL;CAL
4412;23.09.2017;9258985;AG;BULGARSKIE
4413;24.09.2017;8404446;BE;HOLENDERSKIE
4414;24.09.2017;8905892;AG;FINSKIE
4415;24.09.2017;9195822;FO;BYTOMSKIE
4416;24.09.2017;9281592;NL;CZESKIE
4417;24.09.2017;9436238;CY;SLOWACKIE
4418;24.09.2017;8222185;AG;HUTA (KRA)
4419;24.09.2017;9190212;NL;CZESKIE
4420;25.09.2017;9279056;NL;WEGIERSKIE
4421;25.09.2017;9195901;CY;KATOWICKIE
4422;25.09.2017;9155949;GI;SLOWACKIE
4423;25.09.2017;9171187;RU;GNIE─╣─ůNIENSKIE
4424;25.09.2017;9195834;CY;HUTA (KRA)
4425;25.09.2017;8611013;AG;SNOP S
4426;25.09.2017;9658367;MH;CPN III
4427;25.09.2017;9030486;BB;HUTA (KRA)
4428;25.09.2017;9219874;NL;FINSKIE
4429;25.09.2017;9100059;DE;WULKAN N
4430;25.09.2017;9454228;GI;GRECKIE
4431;26.09.2017;9115896;BS;CHORZOWSKIE
4432;26.09.2017;7915307;MT;KATOWICKIE
4433;26.09.2017;9116773;DE;CHORZOWSKIE
4434;26.09.2017;8129395;FO;GLIWICKIE
4435;26.09.2017;9197777;AG;PARNICKIE
4436;26.09.2017;9136096;BE;REGALICA
4437;26.09.2017;9344320;PT;PARNICKIE
4438;26.09.2017;9486398;MH;CZESKIE
4439;26.09.2017;9367762;NL;SLOWACKIE
4440;26.09.2017;9604184;NL;GORNOSLASKIE
4441;26.09.2017;7704057;PL;CAL
4442;27.09.2017;9491733;BB;WALBRZYSKIE
4443;27.09.2017;9313656;AG;WULKAN N
4444;27.09.2017;9225574;AG;SNOP N
4445;27.09.2017;8511885;VC;BULGARSKIE
4446;27.09.2017;9150535;MT;WULKAN S
4447;27.09.2017;9059248;DK;DRZETOWSKIE S
4448;27.09.2017;8131116;DK;KATOWICKIE
4449;27.09.2017;9043366;DK;KATOWICKIE
4450;27.09.2017;7615749;PL;CZESKIE
4451;27.09.2017;8913708;NO;HUTA (KRA)
4452;27.09.2017;9523964;GB;CHORZOWSKIE
4453;28.09.2017;9161247;PL;BULWAR CHROBREGO
4454;28.09.2017;7330052;NO;WALBRZYSKIE
4455;28.09.2017;9195391;NL;REGALICA
4456;28.09.2017;9582867;AG;PARNICKIE
4457;28.09.2017;9140932;NO;BULGARSKIE
4458;29.09.2017;9731389;CY;KATOWICKIE
4459;29.09.2017;9675602;CY;SLOWACKIE
4460;29.09.2017;7615749;PL;SPOLDZIELCZE
4461;29.09.2017;9365984;GI;FINSKIE
4462;29.09.2017;9349215;CY;CZESKIE
4463;30.09.2017;9361328;NL;WEGIERSKIE
4464;30.09.2017;7810210;MT;CHORZOWSKIE
4465;30.09.2017;7704057;PL;CAL
4466;01.10.2017;8222185;AG;HUTA (KRA)
4467;01.10.2017;9387592;AG;FINSKIE
4468;01.10.2017;8211629;CK;KATOWICKIE
4469;01.10.2017;7615749;PL;SPOLDZIELCZE
4470;01.10.2017;9115937;VC;SLOWACKIE
4471;01.10.2017;9546045;PT;CZESKIE
4472;01.10.2017;8402577;AG;BULGARSKIE
4473;01.10.2017;9552068;LU;SLOWACKIE
4474;02.10.2017;9197789;GI;HOLENDERSKIE
4475;02.10.2017;8822600;AG;SNOP S
4476;02.10.2017;9393266;NL;GLIWICKIE
4477;02.10.2017;9544932;NL;PARNICKIE
4478;02.10.2017;7615749;PL;SPOLDZIELCZE
4479;02.10.2017;7641475;PL;CAL
4480;02.10.2017;7823982;NO;BULGARSKIE
4481;02.10.2017;9219874;NL;FINSKIE
4482;03.10.2017;9005742;BB;FOSFATOWE
4483;03.10.2017;9191747;MT;HUTA (KRA)
4484;03.10.2017;9345362;BE;BELGIJSKIE
4485;03.10.2017;7615749;PL;SPOLDZIELCZE
4486;03.10.2017;8611013;AG;SNOP S
4487;03.10.2017;9658367;MH;CPN III
4488;04.10.2017;9259068;AG;PARNICKIE
4489;04.10.2017;7615749;PL;SPOLDZIELCZE
4490;04.10.2017;9165308;LT;SLOWACKIE
4491;04.10.2017;7704057;PL;CAL
4492;04.10.2017;9552082;LU;SLOWACKIE
4493;04.10.2017;7402441;PL;BRAK
4494;04.10.2017;9264386;NL;MAZOWIECKIE
4495;04.10.2017;8320585;DM;BULGARSKIE
4496;05.10.2017;9558050;GB;CHORZOWSKIE
4497;05.10.2017;9114737;MT;WEGIERSKIE
4498;05.10.2017;9108740;NO;HUTA (KRA)
4499;05.10.2017;7615749;PL;SPOLDZIELCZE
4500;05.10.2017;9279408;NL;HOLENDERSKIE
4501;05.10.2017;9077563;RU;CZESKIE
4502;05.10.2017;9148166;CY;RUMUNSKIE
4503;06.10.2017;9391127;MT;SPOLDZIELCZE
4504;06.10.2017;9421635;NL;PARNICKIE
4505;06.10.2017;7615749;PL;SPOLDZIELCZE
4506;06.10.2017;9349215;CY;FINSKIE
4507;07.10.2017;9112143;MT;CPN III
4508;07.10.2017;7615749;PL;SPOLDZIELCZE
4509;07.10.2017;8636817;SE;GRECKIE
4510;07.10.2017;7924401;AG;ARSENAL
4511;07.10.2017;9369007;PT;FINSKIE
4512;08.10.2017;7704057;PL;CAL
4513;08.10.2017;9163635;NL;REMONTOWE
4514;08.10.2017;7615749;PL;SPOLDZIELCZE
4515;08.10.2017;8913485;BB;BYTOMSKIE
4516;08.10.2017;7641475;PL;CAL
4517;08.10.2017;9136096;BE;CHORZOWSKIE
4518;09.10.2017;9148180;NL;BULGARSKIE
4519;09.10.2017;8609618;FI;HUTA (KRA)
4520;09.10.2017;9501887;AG;KASZUBSKIE
4521;09.10.2017;7615749;PL;CZESKIE
4522;09.10.2017;9161065;BS;GDYNSKIE N
4523;09.10.2017;9199414;GI;SLOWACKIE
4524;10.10.2017;8817368;FI;BYTOMSKIE
4525;10.10.2017;8504208;DE;SNOP N
4526;10.10.2017;9454383;AG;GLIWICKIE
4527;10.10.2017;9583902;AG;HUTA (KRA)
4528;10.10.2017;7721263;RU;GORNOSLASKIE
4529;10.10.2017;9219874;NL;FINSKIE
4530;10.10.2017;9544932;NL;MAZOWIECKIE
4531;11.10.2017;9201839;BS;PARNICKIE
4532;11.10.2017;9658367;MH;CPN III
4533;11.10.2017;9361354;NL;CEMENTOWE
4534;11.10.2017;8905892;AG;BELGIJSKIE
4535;12.10.2017;9356488;NL;HOLENDERSKIE
4536;12.10.2017;9201827;NL;SLOWACKIE
4537;12.10.2017;9811945;PA;SLOWACKIE
4538;12.10.2017;7330052;NO;WALBRZYSKIE
4539;12.10.2017;9223423;NL;HOLENDERSKIE
4540;13.10.2017;9240732;VC;SLOWACKIE
4541;13.10.2017;9138185;GI;POLSKIE
4542;13.10.2017;7615749;PL;SPOLDZIELCZE
4543;13.10.2017;9390305;CY;PARNICKIE
4544;13.10.2017;9365984;GI;FINSKIE
4545;14.10.2017;9349215;CY;CZESKIE
4546;14.10.2017;8504947;DE;HUTA (KRA)
4547;14.10.2017;8518297;BB;BULGARSKIE
4548;14.10.2017;9390991;NO;HUTA (KRA)
4549;14.10.2017;8865896;SE;MAK
4550;14.10.2017;8407711;CY;MAK
4551;14.10.2017;9142552;NL;BYTOMSKIE
4552;14.10.2017;9267704;NL;REGALICA
4553;14.10.2017;9000833;BB;HUK
4554;15.10.2017;9391127;MT;FARBOLAK SWFIL
4555;15.10.2017;9370276;AG;PARNICKIE
4556;15.10.2017;9671060;MH;KATOWICKIE
4557;15.10.2017;9279018;AG;CZESKIE
4558;15.10.2017;8511029;DE;FOSFATOWE
4559;16.10.2017;9305362;PT;PARNICKIE
4560;16.10.2017;9391127;MT;SPOLDZIELCZE
4561;16.10.2017;9143374;BS;POLSKIE
4562;16.10.2017;9219460;GI;SLOWACKIE
4563;16.10.2017;9357494;NL;PRZEMYSLOWE
4564;17.10.2017;9313656;AG;SNOP S
4565;17.10.2017;7704057;PL;CAL
4566;17.10.2017;9259068;AG;PARNICKIE
4567;17.10.2017;9691034;MT;CHORZOWSKIE
4568;17.10.2017;9219874;NL;FINSKIE
4569;17.10.2017;9462744;NL;SLOWACKIE
4570;17.10.2017;9489558;NL;WEGIERSKIE
4571;18.10.2017;8320585;DM;BULGARSKIE
4572;18.10.2017;9196266;DE;SNOP S
4573;18.10.2017;9613630;NL;MAZOWIECKIE
4574;18.10.2017;9285407;MH;CZESKIE
4575;18.10.2017;7823982;NO;BULGARSKIE
4576;18.10.2017;8129395;FO;GLIWICKIE
4577;18.10.2017;9512381;AG;CZESKIE
4578;18.10.2017;9658367;MH;CPN III
4579;18.10.2017;8506024;DK;SNOP S
4580;19.10.2017;9216482;RU;GORNOSLASKIE
4581;19.10.2017;9136101;BE;BYTOMSKIE
4582;19.10.2017;7402441;PL;PRCIP
4583;19.10.2017;8504208;DE;SNOP N
4584;19.10.2017;9518995;LR;GLIWICKIE
4585;19.10.2017;9268863;AG;WALBRZYSKIE
4586;19.10.2017;9210012;BS;REGALICA
4587;19.10.2017;9256420;CY;PARNICKIE
4588;19.10.2017;8714841;DE;SNOP S
4589;19.10.2017;9155688;LT;WEGIERSKIE
4590;20.10.2017;9391127;MT;SPOLDZIELCZE
4591;20.10.2017;9549607;RU;SNOP S
4592;20.10.2017;9491769;BB;HUK
4593;20.10.2017;9043366;DK;KATOWICKIE
4594;20.10.2017;9349215;CY;FINSKIE
4595;21.10.2017;9536521;AG;GLIWICKIE
4596;21.10.2017;7615749;PL;GLIWICKIE
4597;21.10.2017;9122227;AG;CZESKIE
4598;21.10.2017;9544891;NL;REMONTOWE
4599;21.10.2017;9391127;MT;SPOLDZIELCZE
4600;21.10.2017;9377949;NL;FARBOLAK SWFIL
4601;21.10.2017;9264386;NL;WARSZTATOWE
4602;21.10.2017;7704057;PL;CAL
4603;21.10.2017;9116802;CY;SNOP N
4604;21.10.2017;7641475;PL;CAL
4605;21.10.2017;9369007;PT;FINSKIE
4606;22.10.2017;9466221;NL;HUTA (KRA)
4607;22.10.2017;9126687;MT;HUTA (KRA)
4608;22.10.2017;9479577;NL;CHORZOWSKIE
4609;22.10.2017;9578751;AG;BELGIJSKIE
4610;22.10.2017;8912481;FI;PRZEMYSLOWE
4611;22.10.2017;9199385;GI;SLOWACKIE
4612;22.10.2017;9518232;DE;CHORZOWSKIE
4613;22.10.2017;9381407;AG;WULKAN N
4614;23.10.2017;8918734;NL;SLOWACKIE
4615;23.10.2017;7721263;RU;GORNOSLASKIE
4616;23.10.2017;9419278;CW;CZESKIE
4617;23.10.2017;9436226;CY;SLOWACKIE
4618;23.10.2017;9136113;NL;PARNICKIE
4619;23.10.2017;9114713;AG;SNOP S
4620;23.10.2017;9156187;GI;HUTA (KRA)
4621;23.10.2017;8905892;AG;FINSKIE
4622;23.10.2017;9219874;NL;FINSKIE
4623;24.10.2017;7615749;PL;HUTA (KRA)
4624;24.10.2017;9583859;AG;WEGIERSKIE
4625;24.10.2017;9232498;VC;HUTA (KRA)
4626;24.10.2017;7641475;PL;CAL
4627;25.10.2017;9114725;MT;SNOP S
4628;25.10.2017;9658367;MH;CPN III
4629;25.10.2017;8818075;AG;WULKAN N
4630;25.10.2017;9085455;BE;ANGIELSKIE
4631;26.10.2017;9216482;RU;GORNOSLASKIE
4632;26.10.2017;9345362;BE;HOLENDERSKIE
4633;26.10.2017;9196266;DE;SNOP S
4634;26.10.2017;8611013;AG;BYDGOSKIE
4635;26.10.2017;7615749;PL;GDANSKIE
4636;26.10.2017;9392391;PA;HUTA (KRA)
4637;26.10.2017;9215658;NL;SLOWACKIE
4638;26.10.2017;9344320;PT;PARNICKIE
4639;27.10.2017;9391127;MT;SPOLDZIELCZE
4640;27.10.2017;9349215;CY;FINSKIE
4641;27.10.2017;9365984;GI;CZESKIE
4642;27.10.2017;6808090;VC;GLIWICKIE
4643;27.10.2017;7402441;PL;PRCIP
4644;28.10.2017;8911841;NL;CEMENTOWE
4645;28.10.2017;9491733;BB;WALBRZYSKIE
4646;28.10.2017;8902589;FO;BYTOMSKIE
4647;28.10.2017;8609606;FI;BULGARSKIE
4648;28.10.2017;9411745;NL;HOLENDERSKIE
4649;28.10.2017;9180853;AG;SNOP S
4650;29.10.2017;9195822;FO;CHORZOWSKIE
4651;29.10.2017;9313785;NL;SLOWACKIE
4652;29.10.2017;9503524;NL;BULGARSKIE
4653;29.10.2017;7615749;PL;POLSKIE
4654;30.10.2017;9059248;DK;ARSENAL
4655;30.10.2017;8215730;BS;PARNICKIE
4656;30.10.2017;9638795;NL;KATOWICKIE
4657;30.10.2017;8300327;PA;BULGARSKIE
4658;30.10.2017;9084487;PL;BYTOMSKIE
4659;30.10.2017;7704057;PL;CHORZOWSKIE
4660;30.10.2017;9491769;BB;CHORZOWSKIE
4661;30.10.2017;7615749;PL;CHORZOWSKIE
4662;30.10.2017;9219874;NL;FINSKIE
4663;30.10.2017;9409637;LR;REGALICA
4664;30.10.2017;9150494;MT;ROSYJSKIE
4665;30.10.2017;7330052;NO;WALBRZYSKIE
4666;31.10.2017;9195729;IM;REGALICA
4667;31.10.2017;6605503;PL;ANGIELSKIE
4668;31.10.2017;9528512;GI;SLOWACKIE
4669;31.10.2017;8222185;AG;SNOP N
4670;01.11.2017;9115937;VC;REGALICA
4671;01.11.2017;8506024;DK;GLIWICKIE
4672;01.11.2017;9229128;AG;CHORZOWSKIE
4673;02.11.2017;9612533;NL;PARNICKIE
4674;02.11.2017;9350939;NL;HOLENDERSKIE
4675;02.11.2017;9478793;PA;ZBOZOWE
4676;02.11.2017;9155949;GI;SLOWACKIE
4677;02.11.2017;9015424;AG;BELGIJSKIE
4678;03.11.2017;8420086;CY;GLIWICKIE
4679;03.11.2017;8419647;RU;BYTOMSKIE
4680;03.11.2017;9349215;CY;FINSKIE
4681;03.11.2017;7721263;RU;KATOWICKIE
4682;03.11.2017;6605503;PL;WARSZTATOWE
4683;04.11.2017;9411769;NL;RUMUNSKIE
4684;04.11.2017;9194062;RU;BULGARSKIE
4685;04.11.2017;9161247;PL;REMONTOWE
4686;04.11.2017;6507983;VC;HUTA (KRA)
4687;04.11.2017;9598282;CY;GNIE─╣─ůNIENSKIE
4688;04.11.2017;9369007;PT;FINSKIE
4689;05.11.2017;9454462;AG;PARNICKIE
4690;05.11.2017;9173185;CY;GLIWICKIE
4691;05.11.2017;9118496;NO;HUTA (KRA)
4692;05.11.2017;8222185;AG;SNOP N
4693;05.11.2017;9201827;NL;SLOWACKIE
4694;06.11.2017;9077563;RU;GORNOSLASKIE
4695;06.11.2017;9434577;AG;REGALICA
4696;06.11.2017;9341756;NL;PRZEMYSLOWE
4697;06.11.2017;7924401;AG;HUTA (KRA)
4698;06.11.2017;9073892;BS;CHORZOWSKIE
4699;06.11.2017;7704057;PL;WULKAN S
4700;06.11.2017;9374703;NL;RUMUNSKIE
4701;06.11.2017;9038397;BS;SNOP S
4702;06.11.2017;9523940;GB;GLIWICKIE
4703;06.11.2017;9566784;AG;GRECKIE
4704;07.11.2017;8320585;DM;POLSKIE
4705;07.11.2017;9122227;AG;CZESKIE
4706;07.11.2017;9367762;NL;SLOWACKIE
4707;07.11.2017;8905892;AG;FINSKIE
4708;07.11.2017;9167332;CY;SLOWACKIE
4709;07.11.2017;8415653;NO;HUTA (KRA)
4710;08.11.2017;9239288;AG;GORNOSLASKIE
4711;08.11.2017;9180853;AG;SNOP S
4712;08.11.2017;9671072;MH;KATOWICKIE
4713;08.11.2017;9404429;MT;ZBOZOWE
4714;08.11.2017;9370288;AG;PARNICKIE
4715;08.11.2017;9658367;MH;CPN III
4716;08.11.2017;9356490;NL;HOLENDERSKIE
4717;09.11.2017;8215728;BS;WALBRZYSKIE
4718;09.11.2017;9194036;RU;RUMUNSKIE
4719;09.11.2017;9173563;NO;GDANSKIE
4720;09.11.2017;7823982;NO;POLSKIE
4721;09.11.2017;9481037;GI;ARSENAL
4722;10.11.2017;9349215;CY;FINSKIE
4723;10.11.2017;8806137;MT;CZESKIE
4724;10.11.2017;9279068;NL;CZESKIE
4725;10.11.2017;8129395;FO;CHORZOWSKIE
4726;10.11.2017;9006356;NL;REMONTOWE
4727;10.11.2017;7330052;NO;WALBRZYSKIE
4728;10.11.2017;8225474;PL;WARSZTATOWE
4729;10.11.2017;8801137;MT;GORNOSLASKIE
4730;10.11.2017;9250426;NL;GLIWICKIE
4731;11.11.2017;7402441;PL;BRAK
4732;11.11.2017;9344320;PT;RUMUNSKIE
4733;11.11.2017;9534547;NL;BULGARSKIE
4734;11.11.2017;9192612;BB;WALBRZYSKIE
4735;12.11.2017;9365984;GI;FINSKIE
4736;12.11.2017;9467201;NL;CZESKIE
4737;12.11.2017;9221607;CY;SLOWACKIE
4738;12.11.2017;8813972;NO;SLOWACKIE
4739;12.11.2017;9085455;BE;KATOWICKIE
4740;12.11.2017;9439474;NL;GORNOSLASKIE
4741;13.11.2017;8873025;RU;BYTOMSKIE
4742;13.11.2017;9546239;MH;CHORZOWSKIE
4743;13.11.2017;8215730;BS;PARNICKIE
4744;14.11.2017;9268849;BS;REGALICA
4745;14.11.2017;7615749;PL;FINSKIE
4746;14.11.2017;9458145;TR;PARNICKIE
4747;14.11.2017;8913708;NO;HUTA (KRA)
4748;14.11.2017;7704057;PL;CAL
4749;14.11.2017;9219874;NL;FINSKIE
4750;14.11.2017;9558012;GB;GLIWICKIE
4751;14.11.2017;6605448;PL;WARSZTATOWE
